,Title,Year,Source,Authors,Class,topic
548,End-to-End Learning the Partial Permutation Matrix for Robust 3D Point Cloud Registration,2022,AAAI,"Zhiyuan Zhang, Jiadai Sun, Yuchao Dai, Dingfu Zhou, Xibin Song, Mingyi He",MAIN TRACK,
549,Unsupervised Adversarially Robust Representation Learning on Graphs,2022,AAAI,"Jiarong Xu, Yang Yang, Junru Chen, Xin Jiang, Chunping Wang, Jiangang Lu, Yizhou Sun",MAIN TRACK,graph/representation
550,GeomGCL: Geometric Graph Contrastive Learning for Molecular Property Prediction,2022,AAAI,"Shuangli Li, Jingbo Zhou, Tong Xu, Dejing Dou, Hui Xiong",MAIN TRACK,graph/contrastive learning/metric
551,MOST-GAN: 3D Morphable StyleGAN for Disentangled Face Image Manipulation,2022,AAAI,"Safa C. Medin, Bernhard Egger, Anoop Cherian, Ye Wang, Joshua B. Tenenbaum, Xiaoming Liu, Tim K. Marks",MAIN TRACK,
552,Control-Oriented Model-Based Reinforcement Learning with Implicit Differentiation,2022,AAAI,"Evgenii Nikishin, Romina Abachi, Rishabh Agarwal, Pierre-Luc Bacon",MAIN TRACK,reinforcement learning
553,Modeling Abstract Algebra as an OWL Ontology (Student Abstract),2022,AAAI,Michael Vance,STUDENT ABSTRACT AND POSTER PROGRAM,
554,Speeding up the RUL¯ Dynamic-Controllability-Checking Algorithm for Simple Temporal Networks with Uncertainty,2022,AAAI,"Luke Hunsberger, Roberto Posenato",MAIN TRACK,
555,"Diverse, Global and Amortised Counterfactual Explanations for Uncertainty Estimates",2022,AAAI,"Dan Ley, Umang Bhatt, Adrian Weller",MAIN TRACK,
556,fGOT: Graph Distances based on Filters and Optimal Transport,2022,AAAI,"Hermina Petric Maretic, Mireille El Gheche, Giovanni Chierchia, Pascal Frossard",MAIN TRACK,graph
557,Sample-Efficient Reinforcement Learning via Conservative Model-Based Actor-Critic,2022,AAAI,"Zhihai Wang, Jie Wang, Qi Zhou, Bin Li, Houqiang Li",MAIN TRACK,reinforcement learning
558,Learning Disentangled Classification and Localization Representations for Temporal Action Localization,2022,AAAI,"Zixin Zhu, Le Wang, Wei Tang, Ziyi Liu, Nanning Zheng, Gang Hua",MAIN TRACK,representation
559,Multi-Dimensional Prediction of Guild Health in Online Games: A Stability-Aware Multi-Task Learning Approach,2022,AAAI,"Chuang Zhao, Hongke Zhao, Runze Wu, Qilin Deng, Yu Ding, Jianrong Tao, Changjie Fan",MAIN TRACK,online learning/multi-task
560,Formula Synthesis in Propositional Dynamic Logic with Shuffle,2022,AAAI,"Sophie Pinchinat, Sasha Rubin, Francois Schwarzentruber",MAIN TRACK,
561,Game Design for Better Security of Combination Locks,2022,AAAI,"Jean Pierre Astudillo Guerra, Karim Ahmed, Ryan Maher, Eddie Ubri, Jeremy Blum",MAIN TRACK,
562,Construct Effective Geometry Aware Feature Pyramid Network for Multi-Scale Object Detection,2022,AAAI,"Jinpeng Dong, Yuhao Huang, Songyi Zhang, Shitao Chen, Nanning Zheng",MAIN TRACK,
563,Deep Translation Prior: Test-Time Training for Photorealistic Style Transfer,2022,AAAI,"Sunwoo Kim, Soohyun Kim, Seungryong Kim",MAIN TRACK,transfer learning
564,DCAN: Improving Temporal Action Detection via Dual Context Aggregation,2022,AAAI,"Guo Chen, Yin-Dong Zheng, Limin Wang, Tong Lu",MAIN TRACK,
565,Adaptive Global-Local Context Fusion for Multi-Turn Spoken Language Understanding,2022,AAAI,"Thanh Tran, Kai Wei, Weitong Ruan, Ross McGowan, Nathan Susanj, Grant Strimel",MAIN TRACK,adaptive
566,Federated Learning for Face Recognition with Gradient Correction,2022,AAAI,"Yifan Niu, Weihong Deng",MAIN TRACK,federated learning
567,Locally Private $k$-Means Clustering with Constant Multiplicative Approximation and Near-Optimal Additive Error,2022,AAAI,"Anamay Chaturvedi, Matthew Jones, Huy Lê Nguyễn",MAIN TRACK,
568,Lifelong Person Re-Identification by Pseudo Task Knowledge Preservation,2022,AAAI,"Wenhang Ge, Junlong Du, Ancong Wu, Yuqiao Xian, Ke Yan, Feiyue Huang, Wei-Shi Zheng",MAIN TRACK,
569,EasySM: A Data-Driven Intelligent Decision Support System for Server Merge,2022,AAAI,"Manhu Qu, Jie Huang, Hao Deng, Runze Wu, Xudong Shen, Jianrong Tao, Tangjie Lv",DEMONSTRATIONS,
570,Goal Recognition as Reinforcement Learning,2022,AAAI,"Leonardo Amado, Reuth Mirsky, Felipe Meneguzzi",MAIN TRACK,reinforcement learning
571,Label-Efficient Hybrid-Supervised Learning for Medical Image Segmentation,2022,AAAI,"Junwen Pan, Qi Bi, Yanzhan Yang, Pengfei Zhu, Cheng Bian",MAIN TRACK,segmentation
572,A Little Charity Guarantees Fair Connected Graph Partitioning,2022,AAAI,"Ioannis Caragiannis, Evi Micha, Nisarg Shah",MAIN TRACK,graph
573,Supervising Model Attention with Human Explanations for Robust Natural Language Inference,2022,AAAI,"Joe Stacey, Yonatan Belinkov, Marek Rei",MAIN TRACK,transformer/inference
574,Learning Modular Structures That Generalize Out-of-Distribution (Student Abstract),2022,AAAI,"Arjun Ashok, Chaitanya Devaguptapu, Vineeth Balasubramanian",STUDENT ABSTRACT AND POSTER PROGRAM,
575,Dynamic Algorithmic Impact Assessment to Promote an Ethical Use of AI in Businesses,2022,AAAI,Shefeh Mbuy,DOCTORAL CONSORTIUM,
576,Continual Learning Through Retrieval and Imagination,2022,AAAI,"Zhen Wang, Liu Liu, Yiqun Duan, Dacheng Tao",MAIN TRACK,
577,Multi-Agent Reinforcement Learning Controller to Maximize Energy Efficiency for Multi-Generator Industrial Wave Energy Converter,2022,AAAI,"Soumyendu Sarkar, Vineet Gundecha, Alexander Shmakov, Sahand Ghorbanpour, Ashwin Ramesh Babu, Paolo Faraboschi, Mathieu Cocho, Alexandre Pichard, Jonathan Fievez",AI FOR SOCIAL IMPACT TRACK,reinforcement learning/multi-agent
578,Block-Skim: Efficient Question Answering for Transformer,2022,AAAI,"Yue Guan, Zhengyi Li, Zhouhan Lin, Yuhao Zhu, Jingwen Leng, Minyi Guo",MAIN TRACK,transformer
579,Learning Optical Flow with Adaptive Graph Reasoning,2022,AAAI,"Ao Luo, Fan Yang, Kunming Luo, Xin Li, Haoqiang Fan, Shuaicheng Liu, Megvii)*",MAIN TRACK,graph/zero_few-shot/adaptive/flow
580,Preemptive Image Robustification for Protecting Users Against Man-in-the-Middle Adversarial Attacks,2022,AAAI,"Seungyong Moon, Gaon An, Hyun Oh Song",MAIN TRACK,
581,Towards Explainable Action Recognition by Salient Qualitative Spatial Object Relation Chains,2022,AAAI,"Hua Hua, Dongxu Li, Ruiqi Li, Peng Zhang, Jochen Renz, Anthony Cohn",MAIN TRACK,
582,Anytime Multi-Agent Path Finding via Machine Learning-Guided Large Neighborhood Search,2022,AAAI,"Taoan Huang, Jiaoyang Li, Sven Koenig, Bistra Dilkina",MAIN TRACK,reinforcement learning/multi-agent
583,"Fortunately, Discourse Markers Can Enhance Language Models for Sentiment Analysis",2022,AAAI,"Liat Ein-Dor, Ilya Shnayderman, Artem Spector, Lena Dankin, Ranit Aharonov, Noam Slonim",MAIN TRACK,
584,Transcoded Video Restoration by Temporal Spatial Auxiliary Network,2022,AAAI,"Xu Li, Gang He, Jinjia Zhou, Jie Lei, Weiying Xie, Yunsong Li, Yu-Wing Tai",MAIN TRACK,
585,Improved Gradient Based Adversarial Attacks for Quantized Networks,2022,AAAI,"Kartik Gupta, Thalaiyasingam Ajanthan",MAIN TRACK,
586,Reliability Exploration with Self-Ensemble Learning for Domain Adaptive Person Re-Identification,2022,AAAI,"Zongyi Li, Yuxuan Shi, Hefei Ling, Jiazhong Chen, Qian Wang, Fengfan Zhou",MAIN TRACK,adaptive
587,Evaluating Explainable AI on a Multi-Modal Medical Imaging Task: Can Existing Algorithms Fulfill Clinical Requirements?,2022,AAAI,"Weina Jin, Xiaoxiao Li, Ghassan Hamarneh",AI FOR SOCIAL IMPACT TRACK,multimodal
588,College Student Retention Risk Analysis from Educational Database Using Multi-Task Multi-Modal Neural Fusion,2022,AAAI,Mohammad Arif Ul Alam,MAIN TRACK,multi-task/multimodal
589,Approval-Based Committee Voting under Incomplete Information,2022,AAAI,"Aviram Imber, Jonas Israel, Markus Brill, Benny Kimelfeld",MAIN TRACK,
590,Socially Fair Mitigation of Misinformation on Social Networks via Constraint Stochastic Optimization,2022,AAAI,"Ahmed Abouzeid, Ole-Christoffer Granmo, Christian Webersik, Morten Goodwin",AI FOR SOCIAL IMPACT TRACK,optimization
591,Compilation of Aggregates in ASP Systems,2022,AAAI,"Giuseppe Mazzotta, Francesco Ricca, Carmine Dodaro",MAIN TRACK,
592,Dist2Cycle: A Simplicial Neural Network for Homology Localization,2022,AAAI,"Alexandros D Keros, Vidit Nanda, kartic s subr",MAIN TRACK,
593,Iterative Calculus of Voting under Plurality,2022,AAAI,Fabricio Vasselai,MAIN TRACK,
594,Axiomatization of Aggregates in Answer Set Programming,2022,AAAI,"Jorge Fandinno, Zach Hansen, Yuliya Lierler",MAIN TRACK,
595,Secretary Matching with Vertex Arrivals and No Rejections,2022,AAAI,Mohak Goyal,MAIN TRACK,
596,"Federated Dynamic Sparse Training: Computing Less, Communicating Less, Yet Learning Better",2022,AAAI,"Sameer Bibikar, Haris Vikalo, Zhangyang Wang, Xiaohan Chen",MAIN TRACK,sparse
597,Achieving Zero Constraint Violation for Constrained Reinforcement Learning via Primal-Dual Approach,2022,AAAI,"Qinbo Bai, Amrit Singh Bedi, Mridul Agarwal, Alec Koppel, Vaneet Aggarwal",MAIN TRACK,reinforcement learning/optimization
598,Characterizing the Program Expressive Power of Existential Rule Languages,2022,AAAI,"Heng Zhang, Guifei Jiang",MAIN TRACK,
599,Robust Heterogeneous Graph Neural Networks against Adversarial Attacks,2022,AAAI,"Mengmei Zhang, Xiao Wang, Meiqi Zhu, Chuan Shi, Zhiqiang Zhang, Jun Zhou",MAIN TRACK,graph
600,Sequential Blocked Matching,2022,AAAI,"Nicholas Bishop, Hau Chan, Debmalya Mandal, Long Tran-Thanh",MAIN TRACK,
601,Deep Clustering of Text Representations for Supervision-Free Probing of Syntax,2022,AAAI,"Vikram Gupta, Haoyue Shi, Kevin Gimpel, Mrinmaya Sachan",MAIN TRACK,representation
602,Towards Multimodal Vision-Language Models Generating Non-generic Text,2022,AAAI,Wes J Robbins,UNDERGRADUATE CONSORTIUM,multimodal
