Title,Year,Source,Authors,Class
A Label Dependence-aware Sequence Generation Model for Multi-level Implicit Discourse Relation Recognition,2022,AAAI,"Changxing Wu, Liuwen Cao, Yubin Ge, Yang Liu, Min Zhang, Jinsong Su",MAIN TRACK
Barely-Supervised Learning: Semi-Supervised Learning with very few Labeled Images,2022,AAAI,"Thomas Lucas, Philippe Weinzaepfel, Gregory Rogez",MAIN TRACK
Memory-Based Jitter: Improving Visual Recognition on Long-Tailed Data with Diversity In Memory,2022,AAAI,"Jialun Liu, Wenhui Li, Yifan Sun",MAIN TRACK
Active Boundary Loss for Semantic Segmentation,2022,AAAI,"Chi Wang, Yunke Zhang, Miaomiao Cui, Peiran Ren, Yin Yang, Xuansong Xie, Xian-Sheng Hua, Hujun Bao, Weiwei Xu",MAIN TRACK
Spiking Neural Networks with Improved Inherent Recurrence Dynamics for Sequential Learning,2022,AAAI,"Wachirawit Ponghiran, Kaushik Roy",MAIN TRACK
Dual Decoupling Training for Semi-Supervised Object Detection with Noise-Bypass Head,2022,AAAI,"Shida Zheng, Chenshu Chen, Xiaowei Cai, Tingqun Ye, Wenming Tan",MAIN TRACK
GenCo: Generative Co-Training for Generative Adversarial Networks with Limited Data,2022,AAAI,"Kaiwen Cui, Jiaxing Huang, Zhipeng Luo, Gongjie Zhang, Fangneng Zhan, Shijian Lu",MAIN TRACK
UFPMP-Det:Toward Accurate and Efficient Object Detection on Drone Imagery,2022,AAAI,"Yecheng Huang, Jiaxin Chen, Di Huang",MAIN TRACK
CCA: An ML Pipeline for Cloud Anomaly Troubleshooting,2022,AAAI,"Lili Georgieva, Ioana Giurgiu, Serge Monney, Haris Pozidis, Viviane Potocnik, Mitch Gusat",DEMONSTRATIONS
Multi-Modal Perception Attention Network with Self-Supervised Learning for Audio-Visual Speaker Tracking,2022,AAAI,"Yidi Li, Hong Liu, Hao Tang",MAIN TRACK
Learning from the Dark: Boosting Graph Convolutional Neural Networks with Diverse Negative Samples,2022,AAAI,"Wei Duan, Junyu Xuan, Maoying Qiao, Jie Lu",MAIN TRACK
SGEITL: Scene Graph Enhanced Image-Text Learning for Visual Commonsense Reasoning,2022,AAAI,"Zhecan Wang, Haoxuan You, Liunian Harold Li, Alireza Zareian, Suji Park, Yiqing Liang, Kai-Wei Chang, Shih-Fu Chang",MAIN TRACK
Reinforcement Learning with Stochastic Reward Machines,2022,AAAI,"Jan Corazza, Ivan Gavran, Daniel Neider",MAIN TRACK
Dual Task Framework for Improving Persona-Grounded Dialogue Dataset,2022,AAAI,"Minju Kim, Beong-Woo Kwak, Youngwook Kim, Hong-In Lee, Seung-Won Hwang, Jinyoung Yeo",MAIN TRACK
PRISM: A Rich Class of Parameterized Submodular Information Measures for Guided Data Subset Selection,2022,AAAI,"Suraj Kothawade, Vishal Kaushal, Ganesh Ramakrishnan, Jeff Bilmes, Rishabh Iyer",MAIN TRACK
Subset Approximation of Pareto Regions with Bi-Objective A*,2022,AAAI,"Jorge A. Baier, Carlos Hernández, Nicolás Rivera",MAIN TRACK
Constrained Prescriptive Trees via Column Generation,2022,AAAI,"Shivaram Subramanian, Wei Sun, Youssef Drissi, Markus Ettl",MAIN TRACK
Shape-Adaptive Selection and Measurement for Oriented Object Detection,2022,AAAI,"Liping Hou, Ke Lu, Jian Xue, Yuqiu Li",MAIN TRACK
DeepThermal: Combustion Optimization for Thermal Power Generating Units Using Offline Reinforcement Learning,2022,AAAI,"Xianyuan Zhan, Haoran Xu, Yue Zhang, Xiangyu Zhu, Honglei Yin, Yu Zheng",MAIN TRACK
Siamese BERT-Based Model for Web Search Relevance Ranking Evaluated on a New Czech Dataset,2022,AAAI,"Matƒõj Koci√°n, Jakub N√°plava, Daniel ≈†tancl, Vladim√≠r Kadlec",MAIN TRACK
On Paraconsistent Belief Revision in LP,2022,AAAI,"Nicolas Schwind, Sébastien Konieczny, Ramón Pino-Pérez",MAIN TRACK
Micronutrient Deficiency Prediction via Publicly Available Satellite Data,2022,AAAI,"Elizabeth Bondi, Haipeng Chen, Christopher Golden, Nikhil Behari, Milind Tambe",MAIN TRACK
Retinomorphic Object Detection in Asynchronous Visual Streams,2022,AAAI,"Jianing Li, Xiao Wang, Lin Zhu, Jia Li, Tiejun Huang, Yonghong Tian",MAIN TRACK
Covered Information Disentanglement: Model Transparency via Unbiased Permutation Importance,2022,AAAI,"João P. B. Pereira, Erik S.G. Stroes, Aeilko H. Zwinderman, Evgeni Levin",MAIN TRACK
ALP: Data Augmentation Using Lexicalized PCFGs for Few-Shot Text Classification,2022,AAAI,"Hazel Kim, Daecheol Woo, Seong Joon Oh, Jeong-Won Cha, Yo-Sub Han",MAIN TRACK
Show Your Faith: Cross-Modal Confidence-Aware Network for Image-Text Matching,2022,AAAI,"Huatian Zhang, Zhendong Mao, Kun Zhang, Yongdong Zhang",MAIN TRACK
Flexible-Window Predictions on Electronic Health Records,2022,AAAI,"Mehak Gupta, Raphael Poulain, Thao-Ly T. Phan, H. Timothy Bunnell, Rahmatollah Beheshti",MAIN TRACK
SCIR-Net: Structured Color Image Representation Based 3D Object Detection Network from Point Clouds,2022,AAAI,"Qingdong He, Hao Zeng, Yi Zeng, Yijun Liu",MAIN TRACK
Zero Stability Well Predicts Performance of Convolutional Neural Networks,2022,AAAI,"Liangming Chen, Long Jin, Mingsheng Shang",MAIN TRACK
AFDetV2: Rethinking the Necessity of the Second Stage for Object Detection from Point Clouds,2022,AAAI,"Yihan Hu, Zhuangzhuang Ding, Runzhou Ge, Wenxin Shao, Li Huang, Kun Li, Qiang Liu",MAIN TRACK
SVT-Net: Super Light-Weight Sparse Voxel Transformer for Large Scale Place Recognition,2022,AAAI,"Zhaoxin Fan, Zhenbo Song, Hongyan Liu, Zhiwu Lu, Jun He, Xiaoyong Du",MAIN TRACK
Event-Aware Multimodal Mobility Nowcasting,2022,AAAI,"Zhaonan Wang, Renhe Jiang, Hao Xue, Flora D. Salim, Xuan Song, Ryosuke Shibasaki",MAIN TRACK
Certified Symmetry and Dominance Breaking for Combinatorial Optimisation,2022,AAAI,"Bart Bogaerts, Stephan Gocht, Ciaran McCreesh, Jakob Nordström",MAIN TRACK
Automated Synthesis of Generalized Invariant Strategies via Counterexample-Guided Strategy Refinement,2022,AAAI,"Kailun Luo, Yongmei Liu",MAIN TRACK
SimCTC: A Simple Contrast Learning Method of Text Clustering (Student Abstract),2022,AAAI,"Chen Li, Xiaoguang Yu, Shuangyong Song, Jia Wang, Bo Zou, Xiaodong He",STUDENT ABSTRACT AND POSTER PROGRAM
Sparsification of Decomposable Submodular Functions,2022,AAAI,"Akbar Rafiey, Yuichi Yoshida",MAIN TRACK
Training Up to 50 Class ML Models on 3 $ IoT Hardware via Optimizing One-vs-One Algorithm (Student Abstract),2022,AAAI,Bharath Sudharsan,STUDENT ABSTRACT AND POSTER PROGRAM
PluGeN: Multi-Label Conditional Generation From Pre-Trained Models,2022,AAAI,"Maciej Wołczyk, Magdalena Proszewska, Łukasz Maziarka, Maciej Zieba, Patryk Wielopolski, Rafał Kurczab, Marek Śmieja",MAIN TRACK
Partner-Aware Algorithms in Decentralized Cooperative Bandit Teams,2022,AAAI,"Erdem Biyik, Anusha Lalitha, Rajarshi Saha, Andrea Goldsmith, Dorsa Sadigh",MAIN TRACK
"Interact, Embed, and EnlargE: Boosting Modality-Specific Representations for Multi-Modal Person Re-Identification",2022,AAAI,"Zi Wang, Chenglong Li, Aihua Zheng, Ran He, Jin Tang",MAIN TRACK
Restorable Image Operators with Quasi-Invertible Networks,2022,AAAI,"Hao Ouyang, Tengfei Wang, Qifeng Chen",MAIN TRACK
Single-domain Generalization in Medical Image Segmentation via Test-time Adaptation from Shape Dictionary,2022,AAAI,"Quande Liu, Cheng Chen, Qi Dou, Pheng-Ann Heng",MAIN TRACK
Attention Biasing and Context Augmentation for Zero-Shot Control of Encoder-Decoder Transformers for Natural Language Generation,2022,AAAI,"Devamanyu Hazarika, Mahdi Namazifar, Dilek Hakkani-Tür",MAIN TRACK
Predicting Physical World Destinations for Commands Given to Self-Driving Cars,2022,AAAI,"Dusan Grujicic, Thierry Deruyttere, Marie-Francine Moens, Matthew Blaschko",MAIN TRACK
Hierarchical Heterogeneous Graph Attention Network for Syntax-Aware Summarization,2022,AAAI,"Zixing Song, Irwin King",MAIN TRACK
Gradient-Based Novelty Detection Boosted by Self-Supervised Binary Classification,2022,AAAI,"Jingbo Sun, Li Yang, Jiaxin Zhang, Frank Liu, Mahantesh Halappanavar, Deliang Fan, Yu Cao",MAIN TRACK
Prevailing in the Dark: Information Walls in Strategic Games,2022,AAAI,"Pavel Naumov, Wenxuan Zhang",MAIN TRACK
Noise-Robust Learning from Multiple Unsupervised Sources of Inferred Labels,2022,AAAI,"Amila Silva, Ling Luo, Shanika Karunasekera, Christopher Leckie",MAIN TRACK
Robust Tests in Online Decision-Making,2022,AAAI,"Gi-Soo Kim, Jane Paik Kim, Hyun-Joon Yang",MAIN TRACK
Using Reinforcement Learning for Operating Educational Campuses Safely during a Pandemic (Student Abstract),2022,AAAI,"Elizabeth Ondula, Bhaskar Krishnamachari",STUDENT ABSTRACT AND POSTER PROGRAM
Less is More: Pay Less Attention in Vision Transformers,2022,AAAI,"Zizheng Pan, Bohan Zhuang, Haoyu He, Jing Liu, Jianfei Cai",MAIN TRACK
XDC: Adversarial Adaptive Cross Domain Face Clustering (Student Abstract),2022,AAAI,"Saed Rezayi, Handong Zhao, Sheng Li",STUDENT ABSTRACT AND POSTER PROGRAM
How to Reduce Action Space for Planning Domains? (Student Abstract),2022,AAAI,"Harsha Kokel, Junkyu Lee, Michael Katz, Shirin Sohrabi, Kavitha Srinivas",STUDENT ABSTRACT AND POSTER PROGRAM - FINALIST
Post-OCR Document Correction with Large Ensembles of Character Sequence-to-Sequence Models,2022,AAAI,"Juan Antonio Ramirez-Orta, Eduardo Xamena, Ana MaguitmanCONICET/UNS))Dalhousie University)Universidad Nacional del Sur)",MAIN TRACK
OctAttention: Octree-Based Large-Scale Contexts Model for Point Cloud Compression,2022,AAAI,"Chunyang Fu, Ge Li, Rui Song, Wei Gao, Shan Liu",MAIN TRACK
RMAPF: Fast Repairing for Multi-Agent Path Finding via Large Neighborhood Search,2022,AAAI,"Jiaoyang Li, Zhe Chen, Daniel Harabor, Peter Stuckey, Sven Koenig",MAIN TRACK
Reinforcement Learning of Causal Variables Using Mediation Analysis,2022,AAAI,"Tue Herlau, Rasmus Larsen",MAIN TRACK
Self-Supervised Pre-Training for Protein Embeddings Using Tertiary Structures,2022,AAAI,"Yuzhi Guo, Jiaxiang Wu, Hehuan Ma, Junzhou Huang",MAIN TRACK
Zero-Shot Out-of-Distribution Detection Based on the Pre-Trained Model CLIP,2022,AAAI,"Sepideh Esmaeilpour, Bing Liu, Eric Robertson, Lei Shu",MAIN TRACK
An Evaluative Measure of Clustering Methods Incorporating Hyperparameter Sensitivity,2022,AAAI,"Siddhartha Mishra, Nicholas Monath, Michael Boratko, Ariel Kobren, Andrew McCallum",MAIN TRACK
The Price of Selfishness: Conjunctive Query Entailment for ALCSelf is 2EXPTIME-Hard,2022,AAAI,"Bartosz Bednarczyk, Sebastian Rudolph",MAIN TRACK
Novelty Controlled Paraphrase Generation with Retrieval Augmented Conditional Prompt Tuning,2022,AAAI,"Jishnu Ray Chowdhury, Yong Zhuang, Shuyi Wang",MAIN TRACK
Laneformer: Object-Aware Row-Column Transformers for Lane Detection,2022,AAAI,"Jianhua Han, Xiajun Deng, Xinyue Cai, Zhen Yang, Hang Xu, Chunjing Xu, Xiaodan Liang",MAIN TRACK
Interpretable Generative Adversarial Networks,2022,AAAI,"Chao Li, Kelu Yao, Jin Wang, Boyu Diao, Yongjun Xu, Quanshi Zhang",MAIN TRACK
Adaptive and Universal Algorithms for Variational Inequalities with Optimal Convergence,2022,AAAI,"Alina Ene, Huy L. Nguyen",MAIN TRACK
IS-Count: Large-Scale Object Counting from Satellite Images with Covariate-Based Importance Sampling,2022,AAAI,"Chenlin Meng, Enci Liu, Willie Neiswanger, Jiaming Song, Marshall Burke, David Lobell, Stefano Ermon",AI FOR SOCIAL IMPACT TRACK
"Learning Logic Programs Though Divide, Constrain, and Conquer",2022,AAAI,Andrew Cropper,MAIN TRACK
DevianceNet: Learning to Predict Deviance from A Large-Scale Geo-Tagged Dataset,2022,AAAI,"Jin-Hwi Park, Young-Jae Park, Junoh Lee, Hae-Gon Jeon",AI FOR SOCIAL IMPACT TRACK
Boosting Contrastive Learning with Relation Knowledge Distillation,2022,AAAI,"Kai Zheng, Yuanjiang Wang, Ye Yuan",MAIN TRACK
Bayesian Optimisation for Active Monitoring of Air Pollution,2022,AAAI,"Sigrid Passano Hellan, Christopher G. Lucas, Nigel H. Goddard",AI FOR SOCIAL IMPACT TRACK
BERTMap: A BERT-Based Ontology Alignment System,2022,AAAI,"Yuan He, Jiaoyan Chen, Denvar Antonyrajah, Ian Horrocks",MAIN TRACK
Does the Geometry of the Data Control the Geometry of Neural Predictions? (Student Abstract),2022,AAAI,"Anirudh Cowlagi, Pratik Chaudhari",STUDENT ABSTRACT AND POSTER PROGRAM - FINALIST
LeSICiN: A Heterogeneous Graph-Based Approach for Automatic Legal Statute Identification from Indian Legal Documents,2022,AAAI,"Shounak Paul, Pawan Goyal, Saptarshi Ghosh",MAIN TRACK
MultiplexNet: Towards Fully Satisfied Logical Constraints in Neural Networks,2022,AAAI,"Nick Hoernle, Rafael - Michael Karampatsis, Vaishak Belle, Kobi Gal",MAIN TRACK
Towards Off-Policy Learning for Ranking Policies with Logged Feedback,2022,AAAI,"Teng Xiao, Suhang Wang",MAIN TRACK
Vision Transformers are Robust Learners,2022,AAAI,"Sayak Paul, Pin-Yu Chen",MAIN TRACK
"Fairness by ""Where"": A Statistically-Robust and Model-Agnostic Bi-Level Learning Framework",2022,AAAI,"Yiqun Xie, Erhu He, Xiaowei Jia, Weiye Chen, Sergii Skakun, Han Bao, Zhe Jiang, Rahul Ghosh, Praveen Ravirathinam",AI FOR SOCIAL IMPACT TRACK
Resolving Inconsistencies in Simple Temporal Problems: A Parameterized Approach,2022,AAAI,"Konrad K. Dabrowski, Peter Jonsson, Sebastian Ordyniak, George Osipov",MAIN TRACK
CausalGNN: Causal-Based Graph Neural Networks for Spatio-Temporal Epidemic Forecasting,2022,AAAI,"Lijing Wang, Aniruddha Adiga, Jiangzhuo Chen, Adam Sadilek, Srinivasan Venkatramanan, Madhav Marathe",AI FOR SOCIAL IMPACT TRACK
Semantic Feature Extraction for Generalized Zero-Shot Learning,2022,AAAI,"Junhan Kim, Kyuhong Shim, Byonghyo Shim",MAIN TRACK
Anchor DETR: Query Design for Transformer-Based Detector,2022,AAAI,"Yingming Wang, Xiangyu Zhang, Tong Yang, Jian Sun",MAIN TRACK
Introducing Symmetries to Black Box Meta Reinforcement Learning,2022,AAAI,"Louis Kirsch, Sebastian Flennerhag, Hado van Hasselt, Abram Friesen, Junhyuk Oh, Yutian Chen",MAIN TRACK
Deep Movement Primitives: Toward Breast Cancer Examination Robot,2022,AAAI,"Oluwatoyin Sanni, Giorgio Bonvicini, Muhammad Arshad Khan, Pablo C. Lopez-Custodio, Kiyanoush Nazari, Amir M. Ghalamzan E.",AI FOR SOCIAL IMPACT TRACK
Dynamic Spatial Propagation Network for Depth Completion,2022,AAAI,"yuankai lin, Tao Cheng, Qi Zhong, Wending Zhou, Hua Yang",MAIN TRACK
"Procrastinated Tree Search: Black-Box Optimization with Delayed, Noisy, and Multi-Fidelity Feedback",2022,AAAI,"Junxiong Wang, Debabrota Basu, Immanuel Trummer",MAIN TRACK
Beyond Shared Subspace: A View-Specific Fusion for Multi-View Multi-Label Learning,2022,AAAI,"Gengyu Lyu, Xiang Deng, Yanan Wu, Songhe Feng",MAIN TRACK
Linearity-Aware Subspace Clustering,2022,AAAI,"Yesong Xu, Shuo Chen, Jun Li, Jianjun Qian",MAIN TRACK
Unsupervised Deep Keyphrase Generation,2022,AAAI,"Xianjie Shen, Yinghan Wang, Rui Meng, Jingbo Shang",MAIN TRACK
CODE: Contrastive Pre-Training with Adversarial Fine-Tuning for Zero-Shot Expert Linking,2022,AAAI,"Bo Chen, Jing Zhang, Xiaokang Zhang, Xiaobin Tang, Lingfan Cai, Hong Chen, Cuiping Li, Peng Zhang, Jie Tang",AI FOR SOCIAL IMPACT TRACK
Assessing a Single Image in Reference-Guided Image Synthesis,2022,AAAI,"Jiayi Guo, Chaoqun Du, Jiangshan Wang, Huijuan Huang, Pengfei Wan, Gao Huang",MAIN TRACK
Non-Autoregressive Translation with Layer-Wise Prediction and Deep Supervision,2022,AAAI,"Chenyang Huang, Hao Zhou, Osmar R. Zaïane, Lili Mou, Lei Li",MAIN TRACK
From Video to Images: Contrastive Pretraining for Emotion Recognition from Single Image (Student Abstract),2022,AAAI,"Bhanu Garg, Kijun Kim, Sudhanshu Ranjan",STUDENT ABSTRACT AND POSTER PROGRAM
The Complexity of Subelection Isomorphism Problems,2022,AAAI,"Piotr Faliszewski, Krzysztof Sornat, Stanisław Szufa",MAIN TRACK
Learning from the Target: Dual Prototype Network for Few Shot Semantic Segmentation,2022,AAAI,"Binjie Mao, Xinbang Zhang, Lingfeng Wang, Qian Zhang, Shiming Xiang, Chunhong Pan",MAIN TRACK
The Role of Adaptive Optimizers for Honest Private Hyperparameter Selection,2022,AAAI,"Shubhankar Mohapatra, Sajin Sasy, Xi He, Gautam Kamath, Om Thakkar",MAIN TRACK
Online Search with Best-Price and Query-Based Predictions,2022,AAAI,"Spyros Angelopoulos, Shahin Kamali, Dehou Zhang",MAIN TRACK
Up to 100$\times$ Faster Data-Free Knowledge Distillation,2022,AAAI,"Gongfan Fang, Kanya Mo, Xinchao Wang, Jie Song, Shitao Bei, Haofei Zhang, Mingli Song",MAIN TRACK
Planning with Explanations for Finding Desired Meeting Points on Graphs,2022,AAAI,Keisuke Otaki,MAIN TRACK
Artificial Intelligence Approaches to Build Ticket to Ride Maps,2022,AAAI,"Iain Smith, Calin Anton",MAIN TRACK
Backprop-Free Reinforcement Learning with Active Neural Generative Coding,2022,AAAI,"Alexander G. Ororbia, Ankur Mali",MAIN TRACK
Training-Free Uncertainty Estimation for Dense Regression: Sensitivity as a Surrogate,2022,AAAI,"Lu Mi, Hao Wang, Yonglong Tian, Hao He, Nir Shavit",MAIN TRACK
Algorithmic Bayesian Persuasion with Combinatorial Actions,2022,AAAI,"Kaito Fujii, Shinsaku Sakaue",MAIN TRACK
Not All Voxels Are Equal: Semantic Scene Completion from the Point-Voxel Perspective,2022,AAAI,"Jiaxiang Tang, Xiaokang Chen, Jingbo Wang, Gang Zeng",MAIN TRACK
Deep Confidence Guided Distance for 3D Partial Shape Registration,2022,AAAI,"Dvir Ginzburg, Dan Raviv",MAIN TRACK
Distribution Aware VoteNet for 3D Object Detection,2022,AAAI,"Junxiong Liang, Pei An, Jie Ma",MAIN TRACK
UCSM-DNN: User and Card Style Modeling with Deep Neural Networks for Personalized Game AI,2022,AAAI,"Daegeun Choe, Youngbak Jo, Shindong Kang, Shounan An, Insoo Oh",DEMONSTRATIONS
SSAST: Self-Supervised Audio Spectrogram Transformer,2022,AAAI,"Yuan Gong, Cheng-I Jeff Lai, Yu-An Chung, James Glass",MAIN TRACK
Individual Representation in Approval-Based Committee Voting,2022,AAAI,"Markus Brill, Jonas Israel, Evi Micha, Jannik Peters",MAIN TRACK
A Complete Criterion for Value of Information in Soluble Influence Diagrams,2022,AAAI,"Chris van Merwijk, Ryan Carey, Tom Everitt",MAIN TRACK
Dynamic Key-Value Memory Enhanced Multi-Step Graph Reasoning for Knowledge-Based Visual Question Answering,2022,AAAI,"Mingxiao Li, Marie-Francine Moens",MAIN TRACK
Causal Discovery in Hawkes Processes by Minimum Description Length,2022,AAAI,"Amirkarsa Jalaldoust, Katerina Hlavackova-Schindler, Claudia Plant",MAIN TRACK
Transfer Learning from Synthetic to Real LiDAR Point Cloud for Semantic Segmentation,2022,AAAI,"Aoran Xiao, Jiaxing Huang, Dayan Guan, Fangneng Zhan, Shijian Lu",MAIN TRACK
Knowledge Sharing via Domain Adaptation in Customs Fraud Detection,2022,AAAI,"Sungwon Park, Sundong Kim, Meeyoung Cha",AI FOR SOCIAL IMPACT TRACK
Propositional Encodings of Acyclicity and Reachability by Using Vertex Elimination,2022,AAAI,"Masood Feyzbakhsh Rankooh, Jussi Rintanen",MAIN TRACK
PrEF: Probabilistic Electricity Forecasting via Copula-Augmented State Space Model,2022,AAAI,"Zhiyuan Wang, Xovee Xu, Goce Trajcevski, Kunpeng Zhang, Ting Zhong, Fan Zhou",AI FOR SOCIAL IMPACT TRACK
Verification of Neural-Network Control Systems by Integrating Taylor Models and Zonotopes,2022,AAAI,"Christian Schilling, Marcelo Forets, Sebastián Guadalupe",MAIN TRACK
Exploring Relational Semantics for Inductive Knowledge Graph Completion,2022,AAAI,"Changjian Wang, Xiaofei Zhou, Shirui Pan, Linhua Dong, Zeliang Song, Ying Sha",MAIN TRACK
Predictive Student Modelling in an Online Reading Platform,2022,AAAI,"Effat Farhana, Teomara Rutherford, Collin Lynch",MAIN TRACK
Achieving Counterfactual Fairness for Causal Bandit,2022,AAAI,"Wen Huang, Lu Zhang, Xintao Wu",MAIN TRACK
Unsupervised Coherent Video Cartoonization with Perceptual Motion Consistency,2022,AAAI,"Zhenhuan Liu, Liang Li, Huajie Jiang, Xin Jin, Dandan Tu, Shuhui Wang, Zheng-Jun Zha",MAIN TRACK
Multi-View Intent Disentangle Graph Networks for Bundle Recommendation,2022,AAAI,"Sen Zhao, Wei Wei, Ding Zou, Xianling Mao",MAIN TRACK
An Online Learning Approach to Sequential User-Centric Selection Problems,2022,AAAI,"Junpu Chen, Hong Xie",MAIN TRACK
Deep Amortized Relational Model with Group-Wise Hierarchical Generative Process,2022,AAAI,"Huafeng Liu, Tong Zhou, Jiaqi Wang",MAIN TRACK
Semantic-Aware Representation Blending for Multi-Label Image Recognition with Partial Labels,2022,AAAI,"Tao Pu, Tianshui Chen, Hefeng Wu, Liang Lin",MAIN TRACK
LUNAR: Unifying Local Outlier Detection Methods via Graph Neural Networks,2022,AAAI,"Adam Goodge, Bryan Hooi, See Kiong Ng, Wee Siong Ng",MAIN TRACK
Interactive Image Generation with Natural-Language Feedback,2022,AAAI,"Yufan Zhou, Ruiyi Zhang, Jiuxiang Gu, Chris Tensmeyer, Tong Yu, Changyou Chen, Jinhui Xu, Tong Sun",MAIN TRACK
Complexity of Deliberative Coalition Formation,2022,AAAI,"Edith Elkind, Abheek Ghosh, Paul Goldberg",MAIN TRACK
Detecting Misclassification Errors in Neural Networks with a Gaussian Process Model,2022,AAAI,"Xin Qiu, Risto Miikkulainen",MAIN TRACK
Single-Agent Dynamics in Additively Separable Hedonic Games,2022,AAAI,"Felix Brandt, Martin Bullinger, Leo Tappe",MAIN TRACK
